Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,Away_P1,Away_P2,Away_P3,Away_P4,Away_P5,Away_P6,Away_P7,Away_P8,Away_P9,Away_P10,Home_P1,Home_P2,Home_P3,Home_P4,Home_P5,Home_P6,Home_P7,Home_P8,Home_P9,Home_P10,Diff_P1,Diff_P2,Diff_P3,Diff_P4,Diff_P5,Diff_P6,Diff_P7,Diff_P8,Diff_P9,Diff_P10
Fri Mar 19 2021,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,3.14,0.88,-0.82,-0.07,2.05,1.76,1.81,1.89,1.66,1.1
Sat Mar 20 2021,3:30p,Atlanta Hawks,,Los Angeles Lakers,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,-7.16,-0.71,-0.77,-0.83,-1.11,-1.37,-0.96,-0.63,-1.5,-1.48
Sat Mar 20 2021,8:00p,Golden State Warriors,,Memphis Grizzlies,,,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,5.6,0.5,0.18,0.3,0.35,0.3,-0.64,-0.69,0.17,-0.71
Sat Mar 20 2021,8:00p,Sacramento Kings,,Philadelphia 76ers,,,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,-2.38,-1.58,-2.68,-1.46,-0.79,-0.42,-0.53,-0.05,1.71,0.73
Sat Mar 20 2021,9:00p,San Antonio Spurs,,Milwaukee Bucks,,,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,-8.71,-2.68,-2.51,-2.4,-3.08,-2.46,0.69,0.01,0.19,0.13
Sat Mar 20 2021,10:00p,Charlotte Hornets,,Los Angeles Clippers,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-2.99,-0.77,-1.2,-2.02,-2.18,-2.3,-1.93,-2.49,-1.83,-0.19
Sun Mar 21 2021,1:00p,Indiana Pacers,,Miami Heat,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,-2.45,-1.71,-1.52,-0.66,0.4,0.85,1.2,0.68,0.5,-2.12
Sun Mar 21 2021,2:00p,Oklahoma City Thunder,,Houston Rockets,,,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,-2.16,-0.39,-0.24,-0.51,-0.6,-0.93,-1.12,-2.09,-1.73,1.12
Sun Mar 21 2021,3:00p,New Orleans Pelicans,,Denver Nuggets,,,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-2.79,0.11,0.1,-0.21,0.88,0.74,-0.55,-0.13,1.15,-0.29
Sun Mar 21 2021,3:30p,Orlando Magic,,Boston Celtics,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-1.3,-1.96,-1.29,-0.94,-1.31,-0.06,0.15,-0.55,-0.7,-0.53
Sun Mar 21 2021,7:00p,Washington Wizards,,Brooklyn Nets,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-4.96,-5.68,-2,-2.12,1.2,1.67,-0.64,-0.66,-1,-1.88
Sun Mar 21 2021,7:00p,Toronto Raptors,,Cleveland Cavaliers,,,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,3.57,3.11,1.94,1.9,1.52,2.17,2.04,1.72,4.31,0.62
Sun Mar 21 2021,7:00p,Chicago Bulls,,Detroit Pistons,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,-1.97,-0.18,-0.19,-0.2,0.7,0.6,1.37,1.43,-0.05,1.1
Sun Mar 21 2021,8:00p,Philadelphia 76ers,,New York Knicks,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.81,2.07,2.4,1.14,0.76,0.44,0.33,0.55,-0.89,1.07
Sun Mar 21 2021,10:00p,Los Angeles Lakers,,Phoenix Suns,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,5.08,-0.06,-0.11,1.41,1.24,2.46,2.01,0.16,0.24,-0.96
Sun Mar 21 2021,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,3.14,0.88,-0.82,-0.07,2.05,1.76,1.81,1.89,1.66,1.1
Mon Mar 22 2021,7:30p,Sacramento Kings,,Cleveland Cavaliers,,,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,-0.21,1.32,-0.25,-0.31,-0.25,0.68,0.68,0.79,3.36,2.53
Mon Mar 22 2021,8:00p,Oklahoma City Thunder,,Minnesota Timberwolves,,,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,-1.07,-1.01,-0.99,-0.9,-0.61,-1.27,-1.36,-1.28,-1.75,2.2
Mon Mar 22 2021,8:30p,Charlotte Hornets,,San Antonio Spurs,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,0.52,0.95,0.4,-0.75,-0.27,-0.82,-0.7,-0.59,-0.98,-1.19
Mon Mar 22 2021,9:00p,Utah Jazz,,Chicago Bulls,,,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,3.58,2.65,2.04,1,1.04,1.19,1.25,0.35,0.86,-0.03
Mon Mar 22 2021,9:00p,Toronto Raptors,,Houston Rockets,,,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,1.68,1.71,1.42,1.31,0.71,0.99,0.88,0.41,1.73,1.56
Mon Mar 22 2021,9:00p,Boston Celtics,,Memphis Grizzlies,,,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,1.47,0.73,0.97,0.61,0.61,-0.48,-1.06,-1.96,0.28,0.7
Mon Mar 22 2021,9:00p,Indiana Pacers,,Milwaukee Bucks,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,-8.92,-2.26,-1.96,-2.12,-2.26,-1.55,1.58,1.02,0.4,-2.19
Mon Mar 22 2021,10:00p,Atlanta Hawks,,Los Angeles Clippers,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-2.68,-0.85,-0.6,-0.19,-0.66,-0.6,-0.2,-1.72,-1.61,-0.76
Tue Mar 23 2021,7:00p,Denver Nuggets,,Orlando Magic,,,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,3.51,0.93,0.54,0.94,-0.2,0.09,0.34,1.52,0.23,-0.07
Tue Mar 23 2021,7:30p,Los Angeles Lakers,,New Orleans Pelicans,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,6.29,0.42,0.73,1.14,1.45,1.38,2.36,0.55,0.78,1.76
Tue Mar 23 2021,7:30p,Washington Wizards,,New York Knicks,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.04,0.88,1.37,1.13,1.32,1.22,-1.13,-0.78,-1,-0.16
Tue Mar 23 2021,8:00p,Phoenix Suns,,Miami Heat,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,0.67,-0.49,-0.19,-0.44,0.7,-0.27,0.29,0.32,0.79,0.88
Tue Mar 23 2021,10:00p,Philadelphia 76ers,,Golden State Warriors,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,-4.19,0.2,1.03,0.07,-0.77,-0.68,0.16,-0.25,-0.34,1.56
Tue Mar 23 2021,10:00p,Brooklyn Nets,,Portland Trail Blazers,,,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,4.86,5.13,1.2,1.91,0.66,0.42,0.52,0.14,-0.08,0.71
Wed Mar 24 2021,7:00p,Detroit Pistons,,Indiana Pacers,,,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,1.08,-0.98,-0.92,-0.51,-1.45,-1.53,-2.13,-1.71,-0.94,0.15
Wed Mar 24 2021,7:30p,Boston Celtics,,Milwaukee Bucks,,,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,-6.43,-0.6,-0.82,-1.42,-1.54,-2.36,0.38,-0.57,-0.53,-1.02
Wed Mar 24 2021,7:30p,Denver Nuggets,,Toronto Raptors,,,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,0.87,-1.21,-0.5,-0.51,-1.46,-1.14,-0.92,-0.93,-2.68,0.43
Wed Mar 24 2021,8:00p,Cleveland Cavaliers,,Chicago Bulls,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,1.15,-0.11,0.06,0.02,-0.1,-0.88,-1.07,-1.13,-2.04,-1.73
Wed Mar 24 2021,8:00p,Charlotte Hornets,,Houston Rockets,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,-1.42,0.4,0.38,-0.93,-1.05,-1.1,-0.92,-1.5,-0.74,2.55
Wed Mar 24 2021,8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,3.84,1.12,0.11,0.3,0.47,0.03,0.28,1.42,1.68,4.86
Wed Mar 24 2021,8:00p,Memphis Grizzlies,,Oklahoma City Thunder,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,1.03,1.19,0.94,0.7,0.75,1.23,1.65,2.56,0.97,0.77
Wed Mar 24 2021,8:00p,Phoenix Suns,,Orlando Magic,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,1.93,1.52,1.48,0.46,0.89,-0.25,0.14,1.78,1.92,2.36
Wed Mar 24 2021,8:30p,Los Angeles Clippers,,San Antonio Spurs,,,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,3.51,1.72,1.6,1.27,1.91,1.48,1.23,1.9,0.85,-1
Wed Mar 24 2021,10:00p,Atlanta Hawks,,Sacramento Kings,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,0.99,0.4,1.75,1.8,1.53,1.1,1.29,-0.21,-1.3,-1.49
Wed Mar 24 2021,10:00p,Brooklyn Nets,,Utah Jazz,,,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,3.93,4.63,1.42,2.28,-1.24,-1.86,-1.93,-1.31,-0.36,0.75
Thu Mar 25 2021,7:30p,Portland Trail Blazers,,Miami Heat,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,-0.69,-0.72,-0.37,0,-1.21,-1.17,-0.76,-0.7,0.09,-0.86
Thu Mar 25 2021,7:30p,Washington Wizards,,New York Knicks,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.04,0.88,1.37,1.13,1.32,1.22,-1.13,-0.78,-1,-0.16
Thu Mar 25 2021,8:30p,Los Angeles Clippers,,San Antonio Spurs,,,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,3.51,1.72,1.6,1.27,1.91,1.48,1.23,1.9,0.85,-1
Thu Mar 25 2021,10:00p,Philadelphia 76ers,,Los Angeles Lakers,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,-5.77,0.47,0.16,-1.17,-1.85,-2.05,-1.72,-0.37,-1.91,-0.72
Thu Mar 25 2021,10:00p,Golden State Warriors,,Sacramento Kings,,,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,6.57,1.38,1.65,1.39,1.56,1.1,0.37,0.3,-1.37,-2.29
Fri Mar 26 2021,7:00p,Brooklyn Nets,,Detroit Pistons,,,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,5.54,7.1,3.27,3.08,0.5,-0.07,0.69,0.47,0.45,1.82
Fri Mar 26 2021,7:30p,Boston Celtics,,Milwaukee Bucks,,,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,-6.43,-0.6,-0.82,-1.42,-1.54,-2.36,0.38,-0.57,-0.53,-1.02
Fri Mar 26 2021,7:30p,Phoenix Suns,,Toronto Raptors,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,-0.71,-0.62,0.44,-0.99,-0.37,-1.48,-1.12,-0.67,-0.99,2.86
Fri Mar 26 2021,8:00p,Miami Heat,,Charlotte Hornets,,,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,1.72,1.18,1.67,1.69,0.69,0.88,0.39,0.92,0.69,0.99
Fri Mar 26 2021,8:00p,Houston Rockets,,Minnesota Timberwolves,,,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,1.09,-0.62,-0.75,-0.39,-0.01,-0.34,-0.24,0.81,-0.02,1.08
Fri Mar 26 2021,8:00p,Denver Nuggets,,New Orleans Pelicans,,,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,2.79,-0.11,-0.1,0.21,-0.88,-0.74,0.55,0.13,-1.15,0.29
Fri Mar 26 2021,8:00p,Portland Trail Blazers,,Orlando Magic,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,0.57,1.29,1.3,0.9,-1.02,-1.15,-0.91,0.76,1.22,0.62
Fri Mar 26 2021,8:30p,Indiana Pacers,,Dallas Mavericks,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,-4.9,-1.87,-0.33,-0.59,-0.44,0.26,0.15,-0.51,-1.25,-2.36
Fri Mar 26 2021,9:00p,Memphis Grizzlies,,Utah Jazz,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-1.67,-0.56,-0.76,-0.2,-0.18,-0.59,-0.63,0.3,-1.08,-0.75
Fri Mar 26 2021,10:00p,Atlanta Hawks,,Golden State Warriors,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,-5.58,-0.98,0.1,0.41,-0.03,0,0.92,-0.51,0.07,0.8
Fri Mar 26 2021,10:30p,Cleveland Cavaliers,,Los Angeles Lakers,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,-7.94,-2.43,-2.27,-2.32,-2.39,-3.15,-2.93,-1.21,-3.56,-2.52
Sat Mar 27 2021,8:00p,New York Knicks,,Milwaukee Bucks,,,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,-9.3,-2.7,-2.98,-2.8,-3.33,-2.7,0.63,-0.1,-0.09,-1.94
Sat Mar 27 2021,8:00p,Houston Rockets,,Minnesota Timberwolves,,,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,1.09,-0.62,-0.75,-0.39,-0.01,-0.34,-0.24,0.81,-0.02,1.08
Sat Mar 27 2021,8:00p,Detroit Pistons,,Washington Wizards,,,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,-0.58,-1.42,-1.27,-0.96,-1.7,-1.6,-0.05,0.19,0.55,0.06
Sat Mar 27 2021,8:30p,Chicago Bulls,,San Antonio Spurs,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,-1.1,-0.74,-0.56,-0.43,0.07,-0.02,0.13,0.73,-0.78,-1.07
Sat Mar 27 2021,9:00p,Dallas Mavericks,,New Orleans Pelicans,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,2.99,1.13,-0.16,0.1,0.35,-0.22,1.11,1.26,1.5,2.08
Sat Mar 27 2021,9:00p,Boston Celtics,,Oklahoma City Thunder,,,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,2.5,1.92,1.91,1.31,1.36,0.75,0.59,0.6,1.25,1.47
Sat Mar 27 2021,9:00p,Memphis Grizzlies,,Utah Jazz,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-1.67,-0.56,-0.76,-0.2,-0.18,-0.59,-0.63,0.3,-1.08,-0.75
Sat Mar 27 2021,10:00p,Philadelphia 76ers,,Los Angeles Clippers,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-1.29,0.33,0.33,-0.53,-1.4,-1.28,-0.96,-1.46,-2.02,0
Sat Mar 27 2021,10:00p,Cleveland Cavaliers,,Sacramento Kings,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,0.21,-1.32,0.25,0.31,0.25,-0.68,-0.68,-0.79,-3.36,-2.53
Sun Mar 28 2021,1:00p,Phoenix Suns,,Charlotte Hornets,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,2.39,0.69,1.48,1.25,1.39,0.61,0.68,1.24,1.48,1.87
Sun Mar 28 2021,7:00p,Portland Trail Blazers,,Toronto Raptors,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,-2.07,-0.85,0.26,-0.55,-2.28,-2.38,-2.17,-1.69,-1.69,1.12
Sun Mar 28 2021,9:00p,Atlanta Hawks,,Denver Nuggets,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-3.66,-0.18,0.06,0.1,1.22,0.75,0.85,-0.21,0.43,-0.01
Sun Mar 28 2021,10:00p,Orlando Magic,,Los Angeles Lakers,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,-7.01,-1.46,-1.37,-1.87,-2.13,-2.21,-2.15,-1.94,-2.16,-1.4
Mon Mar 29 2021,7:00p,Indiana Pacers,,Washington Wizards,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,-1.66,-0.44,-0.35,-0.45,-0.25,-0.07,2.08,1.9,1.49,-0.09
Mon Mar 29 2021,7:30p,New Orleans Pelicans,,Boston Celtics,,,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-0.58,-0.92,-0.65,-0.21,-0.63,0.77,-0.06,0.84,0.68,-0.89
Mon Mar 29 2021,7:30p,Minnesota Timberwolves,,Brooklyn Nets,,,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-5.56,-5.37,-2.13,-2.28,0.92,1.31,1.01,0.33,0.06,-4.47
Mon Mar 29 2021,7:30p,Miami Heat,,New York Knicks,,,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.83,2.15,2.54,1.34,0.67,0.3,-0.25,0.44,-0.01,1.87
Mon Mar 29 2021,8:00p,Toronto Raptors,,Detroit Pistons,,,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,2.75,2.82,1.81,1.72,2.12,1.89,2.34,2.02,2.22,-0.01
Mon Mar 29 2021,8:00p,Memphis Grizzlies,,Houston Rockets,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,-1.13,0.8,0.7,0.19,0.15,0.3,0.53,0.47,-0.76,1.89
Mon Mar 29 2021,8:00p,Dallas Mavericks,,Oklahoma City Thunder,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,4.91,2.13,1.1,1.2,1.08,1.3,1.64,2.7,3.43,2.66
Mon Mar 29 2021,8:30p,Sacramento Kings,,San Antonio Spurs,,,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,-0.16,0.47,-0.75,-0.72,-0.28,-0.22,-0.26,0.39,0.54,-0.27
Mon Mar 29 2021,9:00p,Cleveland Cavaliers,,Utah Jazz,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-2.43,-2.76,-1.98,-0.98,-1.14,-2.07,-2.32,-1.48,-2.9,-1.7
Mon Mar 29 2021,10:00p,Chicago Bulls,,Golden State Warriors,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,-7.51,-2.59,-1.46,-1.1,-1.21,-0.9,0.02,0.04,0.05,1.49
